url,label,source,verified,collected_date
https://limpadenovembro.click/consulta/text.html,phishing,openphish,yes,2025-11-02T15:15:15.072617
http://comfy-hamster-f88545.netlify.app/comics,phishing,openphish,yes,2025-11-02T15:15:15.072617
http://trust-secure-wallet.info/TT,phishing,openphish,yes,2025-11-02T15:15:15.072617
http://www.amexokpemvzc.com/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://www.kkinstagram.com/reel/DP9lrEyj1DD/?igsh=a2twaDcwYzE2Yncz,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://nftclaims-proj1.vercel.app/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://0909n9090.weebly.com/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://www.whatsapp-wasor.com/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://sagarwebdeveloper.github.io/Netflix_Clone/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://www.airbnb-virid-five.vercel.app/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://www.ledgerwallet.webador.com/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://www.a-mettamaxsk-logjiin.godaddysites.com/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://www.easybank-landing-page-redo.vercel.app/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://www.kkinstagram.com/reel/DQd7HyAjIEB/,phishing,openphish,yes,2025-11-02T15:15:15.072617
http://pub-02bf8285f39046de92c19fd7d7c6de0b.r2.dev/index.html,phishing,openphish,yes,2025-11-02T15:15:15.072617
http://eu.jotform.com/app/251747262410351,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://central.centraldocumentossantander.com.br/login,phishing,openphish,yes,2025-11-02T15:15:15.072617
http://f1.9k4v.com/go/94935178/,phishing,openphish,yes,2025-11-02T15:15:15.072617
http://ucjr3qk7jmlmsn7c.s3.sa-east-1.amazonaws.com/index.html,phishing,openphish,yes,2025-11-02T15:15:15.072617
http://ebay.store-st.top/wap,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://steamcommounity.com/activation-NbTjGrvdoB,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://dub.sh/NbTjGrvdoB,phishing,openphish,yes,2025-11-02T15:15:15.072617
http://pub-35a0f10e718f4143ab05d765086be26a.r2.dev/index.html,phishing,openphish,yes,2025-11-02T15:15:15.072617
http://qwe.hjtvwfksrc.my/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://steamcommounity.com/activation=ErmMCQaeZ,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://dub.sh/ErmMCQaeZ,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://kleinanzeigen.kleide-market5.com/view/czXsDz0VA266/?plg=anafema,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://www.kkinstagram.com/reel/DLkjY-RNKDG/?igsh=emRhbjd5aDV3enp6,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://ilkevimtokiproje.org/giris.php/,phishing,openphish,yes,2025-11-02T15:15:15.072617
http://pub-72231a931dd640049aa43014da98ad55.r2.dev/index.html,phishing,openphish,yes,2025-11-02T15:15:15.072617
http://www.kkinstagram.com/reel/DOoKS9VDJew/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://www.whatsapp-wossa.com/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://www.whatsapp-wosso.com/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://anugrah-ajith.github.io/netflixclone/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://rbfcu-star.azurewebsites.net/(S(r3ays4jd2azrqyffquwkvsai))/Main/Login,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://rbfcu-star.azurewebsites.net/(S(uktrxvlqkeprwi1plhwo1fuu))/Main/Login,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://www.kkinstagram.com/reel/DQEwcpJDNJY/?igsh=MWZhZHhtN3Bnb2VteQ==,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://cdn-trezuriostrt.pages.dev/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://metana-signal.pages.dev/,phishing,openphish,yes,2025-11-02T15:15:15.072617
http://advertisers-client-support-customer-messenger.pages.dev/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://mybdoonline.unlink-device.workers.dev/bdo-form/X30aTlRl4dGSq0huMIUG7eOJXq4FRxlEeahfedYX4z/,phishing,openphish,yes,2025-11-02T15:15:15.072617
http://hard-ware-trezurr-wallet.pages.dev/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://pinbo69.com/,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://find-device.info/help?w21,phishing,openphish,yes,2025-11-02T15:15:15.072617
https://find-device.info/w21,phishing,openphish,yes,2025-11-02T15:15:15.072617
