url,label,source,verified,collected_date
http://00-coopb144.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://00-coopban523.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://00-lhvpromt.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://000-000-37645t2783296323fn2.calibrescientifics.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://00080.info,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://007d761bc3.nxcli.io,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://007mailbox.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://007research.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://00e56.subskrypcje.homes,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://00media.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://015298978-xzczx.sbs,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://01925128.cfd,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://025c4.zaplata.hair,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0273737.sbs,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://02ip.ru,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://03284903.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://036cdb9a824f91747c8d8c62474afbd8.informacji-nf.sbs,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0382872.cfd,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://039571.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://04nethubfast.online,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0526app.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://055878d6e0.nxcli.io,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://05931828201029712.sbs,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://059f3yb.top,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://05edaqw9bmxvk2t.elektryks.pl,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://06464fea-a94a-4e1f-b0fa-9c091e041315.gxqu.top,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://06584198.netruvia.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://066ee.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0697-binance.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://07017debe.plat-nf.quest,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0797hyxt.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://07juizleo94j3b5.space,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://07kde7ue.lat,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://08000.info,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0800bank.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://082382.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://08iokj.lat,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://092384.idsecurityportal.com.es,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://099kbhq.icu,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0a560i.icu,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0adj.qmv8n16pz24pp25wgfk7.e8x76y62kki64hz3s2.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0aede39dc5.nxcli.io,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0auth2.1mb.site,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0bncm0ejy6qs9nahgyfgcyzgiknagtved6z.ip-ddns.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0btu8g.icu,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0c1ea8w4mdrgjs5.ugru.com.pl,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0da1brcsjniw9ze.rowepljka.pl,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0dveg1.xyz,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0e0a8d42.mgs-electric.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0fir0eb.top,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0g3lux.sbs,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0hc0dika0.pro,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0iaoj.lat,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0io0u.lat,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0iwue.lat,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0ix-pl-05-06.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0jd7wp.cfd,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0jskh5d.lat,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0kc.storicalx.ru,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0lx.zam0wlenle73737.top,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0lxpo.dsw23.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0lxx-s1.62941875.xyz,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0m0e9.annaantonsson.se,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0mwy672.lat,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0nau82s1.rest,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0nbsaas.lat,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0odkj.lat,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0poiuy.cc,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0psam.lat,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0qjnd.1j4k3s88h9op.e8x76y62kki64hz3s2.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0qjnd.ghkad7328f9vm.yku42v98b6y74mjm449.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0rben24523oix.top,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0rben34954v1nt2d.xyz,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0reoubhaqyl9pkf.odnowic-konto.sbs,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0rlentalme.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0s7yqw.cfd,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0u51pi8y2nvf37x.subskrypcja.cfd,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0v4nwl8kmdft675.nurita.pl,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0vb8cy.cfd,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0vdzqa1oy9jsg5b.rowepljka.pl,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0vwf2b.cfd,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0wnt1c.cfd,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0xeconomist.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0xfa455720b3765eee735413cd0d940a395ec4c4ef.privatkunden.me,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0xlo.g7roxs.icu,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0xlo.sn9ast.top,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0z7b2r.sbs,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://0zs.vaiyiofrou.ru,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1-bdmbet.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1.newshubme.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://10-fold.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1000-recept0v.ru,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1000-sign-up-bonus-casino-download.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1000booksmethod.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1000echos.lambanogroupe.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1000impressions.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1000lifelessons.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1000xz.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1001uzman.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://100affirmations.online,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://10601pointeview.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1068.www-zaloguj.hair,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1080cordova.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://10callsadaywhf.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://10forum.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://10inchsynths.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://10kappa-app.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://10saxv.sbs,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://10x-capital-app.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://10xcapitalapp.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://11062025.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://110stepstoexcellence.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://112policijapl.online,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://112policjapl112.online,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1153f8b.wcomhost.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1168d5a.dcomhost.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1188098.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://11947353-com.cfd,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://11ffxx.online,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://11gtvgd.lat,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://11teamsports-en.club,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://11teamsportsaa.top,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://11teamsportshop.club,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://11teamsportskn.top,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://11teamsportslsk.top,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://11teamsportsonline.club,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://11teamsportstore.club,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://11teamsportsxh.top,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://11teamzo.club,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://11thhouse.net,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://11thhouse.org,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1234002.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1234007.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1234029.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1234030.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1234036.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1234059.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1234060.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1234073.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1234086.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1234091.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://1234096.shop,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://123beautyproducts.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://123diagnostics.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
http://123ecos.com,phishing,phishing_army,yes,2025-11-02T15:15:17.464087
